"Notes"	"County"	"id"	"Month"	"Month Code"	daily_max_air_temp_f
	"Knox County, ME"	"23013"	"Jan"	"1"	27.47
	"Knox County, ME"	"23013"	"Feb"	"2"	29.32
	"Knox County, ME"	"23013"	"Mar"	"3"	37.28
	"Knox County, ME"	"23013"	"Apr"	"4"	49.24
	"Knox County, ME"	"23013"	"May"	"5"	59.69
	"Knox County, ME"	"23013"	"Jun"	"6"	68.35
	"Knox County, ME"	"23013"	"Jul"	"7"	74.13
	"Knox County, ME"	"23013"	"Aug"	"8"	73.79
	"Knox County, ME"	"23013"	"Sep"	"9"	66.94
	"Knox County, ME"	"23013"	"Oct"	"10"	55.00
	"Knox County, ME"	"23013"	"Nov"	"11"	44.46
	"Knox County, ME"	"23013"	"Dec"	"12"	33.30
"Total"	"Knox County, ME"	"23013"			51.69
	"Lincoln County, ME"	"23015"	"Jan"	"1"	28.39
	"Lincoln County, ME"	"23015"	"Feb"	"2"	30.02
	"Lincoln County, ME"	"23015"	"Mar"	"3"	37.40
	"Lincoln County, ME"	"23015"	"Apr"	"4"	48.63
	"Lincoln County, ME"	"23015"	"May"	"5"	58.65
	"Lincoln County, ME"	"23015"	"Jun"	"6"	67.13
	"Lincoln County, ME"	"23015"	"Jul"	"7"	72.89
	"Lincoln County, ME"	"23015"	"Aug"	"8"	72.73
	"Lincoln County, ME"	"23015"	"Sep"	"9"	66.24
	"Lincoln County, ME"	"23015"	"Oct"	"10"	54.88
	"Lincoln County, ME"	"23015"	"Nov"	"11"	44.80
	"Lincoln County, ME"	"23015"	"Dec"	"12"	34.11
"Total"	"Lincoln County, ME"	"23015"			51.42
	"Oxford County, ME"	"23017"	"Jan"	"1"	23.28
	"Oxford County, ME"	"23017"	"Feb"	"2"	25.53
	"Oxford County, ME"	"23017"	"Mar"	"3"	33.73
	"Oxford County, ME"	"23017"	"Apr"	"4"	47.46
	"Oxford County, ME"	"23017"	"May"	"5"	59.26
	"Oxford County, ME"	"23017"	"Jun"	"6"	67.85
	"Oxford County, ME"	"23017"	"Jul"	"7"	72.89
	"Oxford County, ME"	"23017"	"Aug"	"8"	71.61
	"Oxford County, ME"	"23017"	"Sep"	"9"	64.50
	"Oxford County, ME"	"23017"	"Oct"	"10"	52.04
	"Oxford County, ME"	"23017"	"Nov"	"11"	40.79
	"Oxford County, ME"	"23017"	"Dec"	"12"	29.01
"Total"	"Oxford County, ME"	"23017"			49.11
	"Penobscot County, ME"	"23019"	"Jan"	"1"	23.26
	"Penobscot County, ME"	"23019"	"Feb"	"2"	25.80
	"Penobscot County, ME"	"23019"	"Mar"	"3"	34.57
	"Penobscot County, ME"	"23019"	"Apr"	"4"	48.98
	"Penobscot County, ME"	"23019"	"May"	"5"	60.73
	"Penobscot County, ME"	"23019"	"Jun"	"6"	69.40
	"Penobscot County, ME"	"23019"	"Jul"	"7"	74.78
	"Penobscot County, ME"	"23019"	"Aug"	"8"	73.43
	"Penobscot County, ME"	"23019"	"Sep"	"9"	65.85
	"Penobscot County, ME"	"23019"	"Oct"	"10"	53.64
	"Penobscot County, ME"	"23019"	"Nov"	"11"	41.85
	"Penobscot County, ME"	"23019"	"Dec"	"12"	29.42
"Total"	"Penobscot County, ME"	"23019"			50.26
	"Piscataquis County, ME"	"23021"	"Jan"	"1"	19.88
	"Piscataquis County, ME"	"23021"	"Feb"	"2"	22.55
	"Piscataquis County, ME"	"23021"	"Mar"	"3"	31.45
	"Piscataquis County, ME"	"23021"	"Apr"	"4"	46.33
	"Piscataquis County, ME"	"23021"	"May"	"5"	58.87
	"Piscataquis County, ME"	"23021"	"Jun"	"6"	67.44
	"Piscataquis County, ME"	"23021"	"Jul"	"7"	72.60
	"Piscataquis County, ME"	"23021"	"Aug"	"8"	71.11
	"Piscataquis County, ME"	"23021"	"Sep"	"9"	63.44
	"Piscataquis County, ME"	"23021"	"Oct"	"10"	50.94
	"Piscataquis County, ME"	"23021"	"Nov"	"11"	38.72
	"Piscataquis County, ME"	"23021"	"Dec"	"12"	26.15
"Total"	"Piscataquis County, ME"	"23021"			47.57
	"Sagadahoc County, ME"	"23023"	"Jan"	"1"	28.86
	"Sagadahoc County, ME"	"23023"	"Feb"	"2"	30.40
	"Sagadahoc County, ME"	"23023"	"Mar"	"3"	37.31
	"Sagadahoc County, ME"	"23023"	"Apr"	"4"	48.37
	"Sagadahoc County, ME"	"23023"	"May"	"5"	58.33
	"Sagadahoc County, ME"	"23023"	"Jun"	"6"	66.82
	"Sagadahoc County, ME"	"23023"	"Jul"	"7"	72.52
	"Sagadahoc County, ME"	"23023"	"Aug"	"8"	72.35
	"Sagadahoc County, ME"	"23023"	"Sep"	"9"	65.98
	"Sagadahoc County, ME"	"23023"	"Oct"	"10"	54.89
	"Sagadahoc County, ME"	"23023"	"Nov"	"11"	44.98
	"Sagadahoc County, ME"	"23023"	"Dec"	"12"	34.50
"Total"	"Sagadahoc County, ME"	"23023"			51.37
	"Somerset County, ME"	"23025"	"Jan"	"1"	20.26
	"Somerset County, ME"	"23025"	"Feb"	"2"	22.88
	"Somerset County, ME"	"23025"	"Mar"	"3"	31.91
	"Somerset County, ME"	"23025"	"Apr"	"4"	46.47
	"Somerset County, ME"	"23025"	"May"	"5"	58.73
	"Somerset County, ME"	"23025"	"Jun"	"6"	67.29
	"Somerset County, ME"	"23025"	"Jul"	"7"	72.43
	"Somerset County, ME"	"23025"	"Aug"	"8"	71.11
	"Somerset County, ME"	"23025"	"Sep"	"9"	63.57
	"Somerset County, ME"	"23025"	"Oct"	"10"	50.95
	"Somerset County, ME"	"23025"	"Nov"	"11"	39.05
	"Somerset County, ME"	"23025"	"Dec"	"12"	26.47
"Total"	"Somerset County, ME"	"23025"			47.71
	"Waldo County, ME"	"23027"	"Jan"	"1"	25.97
	"Waldo County, ME"	"23027"	"Feb"	"2"	28.18
	"Waldo County, ME"	"23027"	"Mar"	"3"	36.85
	"Waldo County, ME"	"23027"	"Apr"	"4"	49.80
	"Waldo County, ME"	"23027"	"May"	"5"	60.75
	"Waldo County, ME"	"23027"	"Jun"	"6"	69.41
	"Waldo County, ME"	"23027"	"Jul"	"7"	75.09
	"Waldo County, ME"	"23027"	"Aug"	"8"	74.55
	"Waldo County, ME"	"23027"	"Sep"	"9"	67.30
	"Waldo County, ME"	"23027"	"Oct"	"10"	54.91
	"Waldo County, ME"	"23027"	"Nov"	"11"	43.88
	"Waldo County, ME"	"23027"	"Dec"	"12"	31.97
"Total"	"Waldo County, ME"	"23027"			51.66
	"Washington County, ME"	"23029"	"Jan"	"1"	26.20
	"Washington County, ME"	"23029"	"Feb"	"2"	28.09
	"Washington County, ME"	"23029"	"Mar"	"3"	36.20
	"Washington County, ME"	"23029"	"Apr"	"4"	49.03
	"Washington County, ME"	"23029"	"May"	"5"	59.85
	"Washington County, ME"	"23029"	"Jun"	"6"	68.55
	"Washington County, ME"	"23029"	"Jul"	"7"	74.02
	"Washington County, ME"	"23029"	"Aug"	"8"	73.23
	"Washington County, ME"	"23029"	"Sep"	"9"	65.94
	"Washington County, ME"	"23029"	"Oct"	"10"	54.51
	"Washington County, ME"	"23029"	"Nov"	"11"	43.64
	"Washington County, ME"	"23029"	"Dec"	"12"	32.15
"Total"	"Washington County, ME"	"23029"			51.06
	"York County, ME"	"23031"	"Jan"	"1"	29.22
	"York County, ME"	"23031"	"Feb"	"2"	30.98
	"York County, ME"	"23031"	"Mar"	"3"	38.98
	"York County, ME"	"23031"	"Apr"	"4"	50.69
	"York County, ME"	"23031"	"May"	"5"	61.07
	"York County, ME"	"23031"	"Jun"	"6"	69.78
	"York County, ME"	"23031"	"Jul"	"7"	75.38
	"York County, ME"	"23031"	"Aug"	"8"	75.07
	"York County, ME"	"23031"	"Sep"	"9"	68.25
	"York County, ME"	"23031"	"Oct"	"10"	56.15
	"York County, ME"	"23031"	"Nov"	"11"	45.76
	"York County, ME"	"23031"	"Dec"	"12"	34.82
"Total"	"York County, ME"	"23031"			53.12
	"Allegany County, MD"	"24001"	"Jan"	"1"	34.39
	"Allegany County, MD"	"24001"	"Feb"	"2"	37.69
	"Allegany County, MD"	"24001"	"Mar"	"3"	47.62
	"Allegany County, MD"	"24001"	"Apr"	"4"	59.34
	"Allegany County, MD"	"24001"	"May"	"5"	68.04
	"Allegany County, MD"	"24001"	"Jun"	"6"	76.48
	"Allegany County, MD"	"24001"	"Jul"	"7"	81.06
	"Allegany County, MD"	"24001"	"Aug"	"8"	80.56
	"Allegany County, MD"	"24001"	"Sep"	"9"	73.91
	"Allegany County, MD"	"24001"	"Oct"	"10"	61.99
	"Allegany County, MD"	"24001"	"Nov"	"11"	50.54
	"Allegany County, MD"	"24001"	"Dec"	"12"	38.78
"Total"	"Allegany County, MD"	"24001"			59.30
	"Anne Arundel County, MD"	"24003"	"Jan"	"1"	38.72
	"Anne Arundel County, MD"	"24003"	"Feb"	"2"	40.41
	"Anne Arundel County, MD"	"24003"	"Mar"	"3"	48.12
	"Anne Arundel County, MD"	"24003"	"Apr"	"4"	58.37
	"Anne Arundel County, MD"	"24003"	"May"	"5"	67.79
	"Anne Arundel County, MD"	"24003"	"Jun"	"6"	76.68
	"Anne Arundel County, MD"	"24003"	"Jul"	"7"	82.12
	"Anne Arundel County, MD"	"24003"	"Aug"	"8"	81.55
	"Anne Arundel County, MD"	"24003"	"Sep"	"9"	75.32
	"Anne Arundel County, MD"	"24003"	"Oct"	"10"	64.24
	"Anne Arundel County, MD"	"24003"	"Nov"	"11"	53.83
	"Anne Arundel County, MD"	"24003"	"Dec"	"12"	43.60
"Total"	"Anne Arundel County, MD"	"24003"			60.99
	"Baltimore County, MD"	"24005"	"Jan"	"1"	37.00
	"Baltimore County, MD"	"24005"	"Feb"	"2"	39.94
	"Baltimore County, MD"	"24005"	"Mar"	"3"	49.58
	"Baltimore County, MD"	"24005"	"Apr"	"4"	60.59
	"Baltimore County, MD"	"24005"	"May"	"5"	69.89
	"Baltimore County, MD"	"24005"	"Jun"	"6"	78.72
	"Baltimore County, MD"	"24005"	"Jul"	"7"	84.22
	"Baltimore County, MD"	"24005"	"Aug"	"8"	83.50
	"Baltimore County, MD"	"24005"	"Sep"	"9"	76.53
	"Baltimore County, MD"	"24005"	"Oct"	"10"	63.98
	"Baltimore County, MD"	"24005"	"Nov"	"11"	52.85
	"Baltimore County, MD"	"24005"	"Dec"	"12"	41.45
"Total"	"Baltimore County, MD"	"24005"			61.62
	"Calvert County, MD"	"24009"	"Jan"	"1"	39.99
	"Calvert County, MD"	"24009"	"Feb"	"2"	41.46
	"Calvert County, MD"	"24009"	"Mar"	"3"	48.44
	"Calvert County, MD"	"24009"	"Apr"	"4"	58.14
	"Calvert County, MD"	"24009"	"May"	"5"	67.11
	"Calvert County, MD"	"24009"	"Jun"	"6"	75.95
	"Calvert County, MD"	"24009"	"Jul"	"7"	81.45
	"Calvert County, MD"	"24009"	"Aug"	"8"	81.06
	"Calvert County, MD"	"24009"	"Sep"	"9"	75.19
	"Calvert County, MD"	"24009"	"Oct"	"10"	64.56
	"Calvert County, MD"	"24009"	"Nov"	"11"	54.59
	"Calvert County, MD"	"24009"	"Dec"	"12"	44.69
"Total"	"Calvert County, MD"	"24009"			61.15
	"Caroline County, MD"	"24011"	"Jan"	"1"	39.96
	"Caroline County, MD"	"24011"	"Feb"	"2"	42.32
	"Caroline County, MD"	"24011"	"Mar"	"3"	50.96
	"Caroline County, MD"	"24011"	"Apr"	"4"	61.55
	"Caroline County, MD"	"24011"	"May"	"5"	70.95
	"Caroline County, MD"	"24011"	"Jun"	"6"	79.76
	"Caroline County, MD"	"24011"	"Jul"	"7"	84.82
	"Caroline County, MD"	"24011"	"Aug"	"8"	83.98
	"Caroline County, MD"	"24011"	"Sep"	"9"	77.61
	"Caroline County, MD"	"24011"	"Oct"	"10"	65.97
	"Caroline County, MD"	"24011"	"Nov"	"11"	55.37
	"Caroline County, MD"	"24011"	"Dec"	"12"	44.48
"Total"	"Caroline County, MD"	"24011"			63.24
	"Carroll County, MD"	"24013"	"Jan"	"1"	36.02
	"Carroll County, MD"	"24013"	"Feb"	"2"	39.05
	"Carroll County, MD"	"24013"	"Mar"	"3"	48.87
	"Carroll County, MD"	"24013"	"Apr"	"4"	60.00
	"Carroll County, MD"	"24013"	"May"	"5"	69.27
	"Carroll County, MD"	"24013"	"Jun"	"6"	78.13
	"Carroll County, MD"	"24013"	"Jul"	"7"	83.42
	"Carroll County, MD"	"24013"	"Aug"	"8"	82.67
	"Carroll County, MD"	"24013"	"Sep"	"9"	75.68
	"Carroll County, MD"	"24013"	"Oct"	"10"	63.16
	"Carroll County, MD"	"24013"	"Nov"	"11"	51.96
	"Carroll County, MD"	"24013"	"Dec"	"12"	40.45
"Total"	"Carroll County, MD"	"24013"			60.82
	"Cecil County, MD"	"24015"	"Jan"	"1"	37.56
	"Cecil County, MD"	"24015"	"Feb"	"2"	40.36
	"Cecil County, MD"	"24015"	"Mar"	"3"	50.22
	"Cecil County, MD"	"24015"	"Apr"	"4"	61.34
	"Cecil County, MD"	"24015"	"May"	"5"	70.78
	"Cecil County, MD"	"24015"	"Jun"	"6"	79.40
	"Cecil County, MD"	"24015"	"Jul"	"7"	84.79
	"Cecil County, MD"	"24015"	"Aug"	"8"	84.26
	"Cecil County, MD"	"24015"	"Sep"	"9"	77.43
	"Cecil County, MD"	"24015"	"Oct"	"10"	64.76
	"Cecil County, MD"	"24015"	"Nov"	"11"	53.76
	"Cecil County, MD"	"24015"	"Dec"	"12"	42.26
"Total"	"Cecil County, MD"	"24015"			62.35
	"Charles County, MD"	"24017"	"Jan"	"1"	41.56
	"Charles County, MD"	"24017"	"Feb"	"2"	44.89
	"Charles County, MD"	"24017"	"Mar"	"3"	54.18
	"Charles County, MD"	"24017"	"Apr"	"4"	64.50
	"Charles County, MD"	"24017"	"May"	"5"	72.89
	"Charles County, MD"	"24017"	"Jun"	"6"	81.50
	"Charles County, MD"	"24017"	"Jul"	"7"	86.56
	"Charles County, MD"	"24017"	"Aug"	"8"	85.69
	"Charles County, MD"	"24017"	"Sep"	"9"	78.89
	"Charles County, MD"	"24017"	"Oct"	"10"	67.43
	"Charles County, MD"	"24017"	"Nov"	"11"	56.86
	"Charles County, MD"	"24017"	"Dec"	"12"	45.54
"Total"	"Charles County, MD"	"24017"			65.13
	"Dorchester County, MD"	"24019"	"Jan"	"1"	40.82
	"Dorchester County, MD"	"24019"	"Feb"	"2"	42.09
	"Dorchester County, MD"	"24019"	"Mar"	"3"	48.82
	"Dorchester County, MD"	"24019"	"Apr"	"4"	58.47
	"Dorchester County, MD"	"24019"	"May"	"5"	67.65
	"Dorchester County, MD"	"24019"	"Jun"	"6"	76.35
	"Dorchester County, MD"	"24019"	"Jul"	"7"	81.80
	"Dorchester County, MD"	"24019"	"Aug"	"8"	81.27
	"Dorchester County, MD"	"24019"	"Sep"	"9"	75.60
	"Dorchester County, MD"	"24019"	"Oct"	"10"	65.10
	"Dorchester County, MD"	"24019"	"Nov"	"11"	55.24
	"Dorchester County, MD"	"24019"	"Dec"	"12"	45.51
"Total"	"Dorchester County, MD"	"24019"			61.65
	"Frederick County, MD"	"24021"	"Jan"	"1"	36.76
	"Frederick County, MD"	"24021"	"Feb"	"2"	40.03
	"Frederick County, MD"	"24021"	"Mar"	"3"	49.91
	"Frederick County, MD"	"24021"	"Apr"	"4"	61.13
	"Frederick County, MD"	"24021"	"May"	"5"	70.29
	"Frederick County, MD"	"24021"	"Jun"	"6"	79.14
	"Frederick County, MD"	"24021"	"Jul"	"7"	83.88
	"Frederick County, MD"	"24021"	"Aug"	"8"	83.08
	"Frederick County, MD"	"24021"	"Sep"	"9"	76.16
	"Frederick County, MD"	"24021"	"Oct"	"10"	63.92
	"Frederick County, MD"	"24021"	"Nov"	"11"	52.67
	"Frederick County, MD"	"24021"	"Dec"	"12"	41.02
"Total"	"Frederick County, MD"	"24021"			61.60
	"Garrett County, MD"	"24023"	"Jan"	"1"	31.72
	"Garrett County, MD"	"24023"	"Feb"	"2"	35.01
	"Garrett County, MD"	"24023"	"Mar"	"3"	44.41
	"Garrett County, MD"	"24023"	"Apr"	"4"	55.48
	"Garrett County, MD"	"24023"	"May"	"5"	63.63
	"Garrett County, MD"	"24023"	"Jun"	"6"	71.63
	"Garrett County, MD"	"24023"	"Jul"	"7"	75.47
	"Garrett County, MD"	"24023"	"Aug"	"8"	74.94
	"Garrett County, MD"	"24023"	"Sep"	"9"	68.86
	"Garrett County, MD"	"24023"	"Oct"	"10"	57.95
	"Garrett County, MD"	"24023"	"Nov"	"11"	47.25
	"Garrett County, MD"	"24023"	"Dec"	"12"	36.15
"Total"	"Garrett County, MD"	"24023"			55.30
	"Harford County, MD"	"24025"	"Jan"	"1"	36.98
	"Harford County, MD"	"24025"	"Feb"	"2"	39.89
	"Harford County, MD"	"24025"	"Mar"	"3"	49.67
	"Harford County, MD"	"24025"	"Apr"	"4"	60.75
	"Harford County, MD"	"24025"	"May"	"5"	70.24
	"Harford County, MD"	"24025"	"Jun"	"6"	78.89
	"Harford County, MD"	"24025"	"Jul"	"7"	84.33
	"Harford County, MD"	"24025"	"Aug"	"8"	83.74
	"Harford County, MD"	"24025"	"Sep"	"9"	76.87
	"Harford County, MD"	"24025"	"Oct"	"10"	64.19
	"Harford County, MD"	"24025"	"Nov"	"11"	53.08
	"Harford County, MD"	"24025"	"Dec"	"12"	41.60
"Total"	"Harford County, MD"	"24025"			61.79
	"Howard County, MD"	"24027"	"Jan"	"1"	37.93
	"Howard County, MD"	"24027"	"Feb"	"2"	41.05
	"Howard County, MD"	"24027"	"Mar"	"3"	50.44
	"Howard County, MD"	"24027"	"Apr"	"4"	61.33
	"Howard County, MD"	"24027"	"May"	"5"	70.42
	"Howard County, MD"	"24027"	"Jun"	"6"	79.33
	"Howard County, MD"	"24027"	"Jul"	"7"	84.92
	"Howard County, MD"	"24027"	"Aug"	"8"	84.09
	"Howard County, MD"	"24027"	"Sep"	"9"	77.07
	"Howard County, MD"	"24027"	"Oct"	"10"	64.69
	"Howard County, MD"	"24027"	"Nov"	"11"	53.46
	"Howard County, MD"	"24027"	"Dec"	"12"	42.17
"Total"	"Howard County, MD"	"24027"			62.34
	"Kent County, MD"	"24029"	"Jan"	"1"	38.95
	"Kent County, MD"	"24029"	"Feb"	"2"	41.48
	"Kent County, MD"	"24029"	"Mar"	"3"	50.78
	"Kent County, MD"	"24029"	"Apr"	"4"	61.63
	"Kent County, MD"	"24029"	"May"	"5"	71.09
	"Kent County, MD"	"24029"	"Jun"	"6"	79.84
	"Kent County, MD"	"24029"	"Jul"	"7"	84.98
	"Kent County, MD"	"24029"	"Aug"	"8"	84.30
	"Kent County, MD"	"24029"	"Sep"	"9"	77.70
	"Kent County, MD"	"24029"	"Oct"	"10"	65.66
	"Kent County, MD"	"24029"	"Nov"	"11"	54.80
	"Kent County, MD"	"24029"	"Dec"	"12"	43.56
"Total"	"Kent County, MD"	"24029"			63.00
	"Montgomery County, MD"	"24031"	"Jan"	"1"	38.66
	"Montgomery County, MD"	"24031"	"Feb"	"2"	41.95
	"Montgomery County, MD"	"24031"	"Mar"	"3"	51.40
	"Montgomery County, MD"	"24031"	"Apr"	"4"	62.23
	"Montgomery County, MD"	"24031"	"May"	"5"	71.13
	"Montgomery County, MD"	"24031"	"Jun"	"6"	79.99
	"Montgomery County, MD"	"24031"	"Jul"	"7"	85.19
	"Montgomery County, MD"	"24031"	"Aug"	"8"	84.35
	"Montgomery County, MD"	"24031"	"Sep"	"9"	77.28
	"Montgomery County, MD"	"24031"	"Oct"	"10"	65.16
	"Montgomery County, MD"	"24031"	"Nov"	"11"	54.03
	"Montgomery County, MD"	"24031"	"Dec"	"12"	42.75
"Total"	"Montgomery County, MD"	"24031"			62.94
	"Prince George's County, MD"	"24033"	"Jan"	"1"	39.86
	"Prince George's County, MD"	"24033"	"Feb"	"2"	42.77
	"Prince George's County, MD"	"24033"	"Mar"	"3"	51.65
	"Prince George's County, MD"	"24033"	"Apr"	"4"	62.18
	"Prince George's County, MD"	"24033"	"May"	"5"	70.95
	"Prince George's County, MD"	"24033"	"Jun"	"6"	79.74
	"Prince George's County, MD"	"24033"	"Jul"	"7"	85.23
	"Prince George's County, MD"	"24033"	"Aug"	"8"	84.41
	"Prince George's County, MD"	"24033"	"Sep"	"9"	77.74
	"Prince George's County, MD"	"24033"	"Oct"	"10"	65.97
	"Prince George's County, MD"	"24033"	"Nov"	"11"	55.14
	"Prince George's County, MD"	"24033"	"Dec"	"12"	44.10
"Total"	"Prince George's County, MD"	"24033"			63.41
	"Queen Anne's County, MD"	"24035"	"Jan"	"1"	39.28
	"Queen Anne's County, MD"	"24035"	"Feb"	"2"	41.72
	"Queen Anne's County, MD"	"24035"	"Mar"	"3"	50.89
	"Queen Anne's County, MD"	"24035"	"Apr"	"4"	61.71
	"Queen Anne's County, MD"	"24035"	"May"	"5"	71.14
	"Queen Anne's County, MD"	"24035"	"Jun"	"6"	79.89
	"Queen Anne's County, MD"	"24035"	"Jul"	"7"	84.95
	"Queen Anne's County, MD"	"24035"	"Aug"	"8"	84.20
	"Queen Anne's County, MD"	"24035"	"Sep"	"9"	77.69
	"Queen Anne's County, MD"	"24035"	"Oct"	"10"	65.80
	"Queen Anne's County, MD"	"24035"	"Nov"	"11"	55.02
	"Queen Anne's County, MD"	"24035"	"Dec"	"12"	43.89
"Total"	"Queen Anne's County, MD"	"24035"			63.12
	"St. Mary's County, MD"	"24037"	"Jan"	"1"	41.26
	"St. Mary's County, MD"	"24037"	"Feb"	"2"	43.11
	"St. Mary's County, MD"	"24037"	"Mar"	"3"	50.32
	"St. Mary's County, MD"	"24037"	"Apr"	"4"	59.72
	"St. Mary's County, MD"	"24037"	"May"	"5"	68.20
	"St. Mary's County, MD"	"24037"	"Jun"	"6"	77.14
	"St. Mary's County, MD"	"24037"	"Jul"	"7"	82.74
	"St. Mary's County, MD"	"24037"	"Aug"	"8"	82.33
	"St. Mary's County, MD"	"24037"	"Sep"	"9"	76.39
	"St. Mary's County, MD"	"24037"	"Oct"	"10"	65.76
	"St. Mary's County, MD"	"24037"	"Nov"	"11"	55.80
	"St. Mary's County, MD"	"24037"	"Dec"	"12"	45.69
"Total"	"St. Mary's County, MD"	"24037"			62.46
	"Somerset County, MD"	"24039"	"Jan"	"1"	42.22
	"Somerset County, MD"	"24039"	"Feb"	"2"	43.64
	"Somerset County, MD"	"24039"	"Mar"	"3"	50.47
	"Somerset County, MD"	"24039"	"Apr"	"4"	59.95
	"Somerset County, MD"	"24039"	"May"	"5"	68.95
	"Somerset County, MD"	"24039"	"Jun"	"6"	77.73
	"Somerset County, MD"	"24039"	"Jul"	"7"	83.15
	"Somerset County, MD"	"24039"	"Aug"	"8"	82.34
	"Somerset County, MD"	"24039"	"Sep"	"9"	76.69
	"Somerset County, MD"	"24039"	"Oct"	"10"	66.23
	"Somerset County, MD"	"24039"	"Nov"	"11"	56.41
	"Somerset County, MD"	"24039"	"Dec"	"12"	46.64
"Total"	"Somerset County, MD"	"24039"			62.96
	"Talbot County, MD"	"24041"	"Jan"	"1"	39.61
	"Talbot County, MD"	"24041"	"Feb"	"2"	41.69
	"Talbot County, MD"	"24041"	"Mar"	"3"	49.91
	"Talbot County, MD"	"24041"	"Apr"	"4"	60.29
	"Talbot County, MD"	"24041"	"May"	"5"	69.73
	"Talbot County, MD"	"24041"	"Jun"	"6"	78.57
	"Talbot County, MD"	"24041"	"Jul"	"7"	83.69
	"Talbot County, MD"	"24041"	"Aug"	"8"	83.03
	"Talbot County, MD"	"24041"	"Sep"	"9"	76.89
	"Talbot County, MD"	"24041"	"Oct"	"10"	65.45
	"Talbot County, MD"	"24041"	"Nov"	"11"	54.87
	"Talbot County, MD"	"24041"	"Dec"	"12"	44.21
"Total"	"Talbot County, MD"	"24041"			62.43
	"Washington County, MD"	"24043"	"Jan"	"1"	36.16
	"Washington County, MD"	"24043"	"Feb"	"2"	39.54
	"Washington County, MD"	"24043"	"Mar"	"3"	49.77
	"Washington County, MD"	"24043"	"Apr"	"4"	61.22
	"Washington County, MD"	"24043"	"May"	"5"	70.38
	"Washington County, MD"	"24043"	"Jun"	"6"	79.20
	"Washington County, MD"	"24043"	"Jul"	"7"	83.84
	"Washington County, MD"	"24043"	"Aug"	"8"	83.05
	"Washington County, MD"	"24043"	"Sep"	"9"	76.25
	"Washington County, MD"	"24043"	"Oct"	"10"	63.91
	"Washington County, MD"	"24043"	"Nov"	"11"	52.44
	"Washington County, MD"	"24043"	"Dec"	"12"	40.52
"Total"	"Washington County, MD"	"24043"			61.46
	"Wicomico County, MD"	"24045"	"Jan"	"1"	41.68
	"Wicomico County, MD"	"24045"	"Feb"	"2"	43.47
	"Wicomico County, MD"	"24045"	"Mar"	"3"	51.00
	"Wicomico County, MD"	"24045"	"Apr"	"4"	60.95
	"Wicomico County, MD"	"24045"	"May"	"5"	70.14
	"Wicomico County, MD"	"24045"	"Jun"	"6"	78.77
	"Wicomico County, MD"	"24045"	"Jul"	"7"	84.21
	"Wicomico County, MD"	"24045"	"Aug"	"8"	83.07
	"Wicomico County, MD"	"24045"	"Sep"	"9"	77.24
	"Wicomico County, MD"	"24045"	"Oct"	"10"	66.38
	"Wicomico County, MD"	"24045"	"Nov"	"11"	56.37
	"Wicomico County, MD"	"24045"	"Dec"	"12"	46.19
"Total"	"Wicomico County, MD"	"24045"			63.38
	"Worcester County, MD"	"24047"	"Jan"	"1"	42.43
	"Worcester County, MD"	"24047"	"Feb"	"2"	43.33
	"Worcester County, MD"	"24047"	"Mar"	"3"	49.18
	"Worcester County, MD"	"24047"	"Apr"	"4"	57.89
	"Worcester County, MD"	"24047"	"May"	"5"	66.76
	"Worcester County, MD"	"24047"	"Jun"	"6"	75.60
	"Worcester County, MD"	"24047"	"Jul"	"7"	81.43
	"Worcester County, MD"	"24047"	"Aug"	"8"	80.74
	"Worcester County, MD"	"24047"	"Sep"	"9"	75.48
	"Worcester County, MD"	"24047"	"Oct"	"10"	65.58
	"Worcester County, MD"	"24047"	"Nov"	"11"	56.16
	"Worcester County, MD"	"24047"	"Dec"	"12"	46.94
"Total"	"Worcester County, MD"	"24047"			61.88
	"Baltimore city, MD"	"24510"	"Jan"	"1"	38.03
	"Baltimore city, MD"	"24510"	"Feb"	"2"	40.91
	"Baltimore city, MD"	"24510"	"Mar"	"3"	50.37
	"Baltimore city, MD"	"24510"	"Apr"	"4"	61.30
	"Baltimore city, MD"	"24510"	"May"	"5"	70.59
	"Baltimore city, MD"	"24510"	"Jun"	"6"	79.45
	"Baltimore city, MD"	"24510"	"Jul"	"7"	84.99
	"Baltimore city, MD"	"24510"	"Aug"	"8"	84.22
	"Baltimore city, MD"	"24510"	"Sep"	"9"	77.29
	"Baltimore city, MD"	"24510"	"Oct"	"10"	64.88
	"Baltimore city, MD"	"24510"	"Nov"	"11"	53.75
	"Baltimore city, MD"	"24510"	"Dec"	"12"	42.46
"Total"	"Baltimore city, MD"	"24510"			62.45
	"Barnstable County, MA"	"25001"	"Jan"	"1"	36.65
	"Barnstable County, MA"	"25001"	"Feb"	"2"	36.38
	"Barnstable County, MA"	"25001"	"Mar"	"3"	40.44
	"Barnstable County, MA"	"25001"	"Apr"	"4"	47.28
	"Barnstable County, MA"	"25001"	"May"	"5"	55.37
	"Barnstable County, MA"	"25001"	"Jun"	"6"	63.96
	"Barnstable County, MA"	"25001"	"Jul"	"7"	70.94
	"Barnstable County, MA"	"25001"	"Aug"	"8"	71.83
	"Barnstable County, MA"	"25001"	"Sep"	"9"	66.77
	"Barnstable County, MA"	"25001"	"Oct"	"10"	57.97
	"Barnstable County, MA"	"25001"	"Nov"	"11"	49.93
	"Barnstable County, MA"	"25001"	"Dec"	"12"	41.71
